uri,label,all_labels,parents
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FalseIdentificationFraud,false identification fraud,false identification fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FalseInvoice,false invoice,false invoice,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvoicingManipulation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FalsifyingPatientDiagnosis,falsifying patient diagnosis,falsifying patient diagnosis,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse,federal fraud incident response,federal fraud incident response,http://www.w3.org/2002/07/owl#Thing
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudScheme,federal fraud scheme,federal fraud scheme,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Situation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalLinkedProgramImpact,federal linked program impact,federal linked program impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalPartnerImpact,federal partner impact,federal partner impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramMissionImpact,federal program mission impact,federal program mission impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousEntity,fictitious entity,fictitious entity,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OpaqueOwnership
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousIndividual,fictitious individual,fictitious individual,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousRevenueAndSales,fictitious revenue and sales,fictitious revenue and sales,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousVendor,fictitious vendor,fictitious vendor,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ContractFraudMechanism; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousEntity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialLossImpact,financial loss impact,financial loss impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ProgramBeneficiaryImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FishingAndSeafoodFraud,seafood fraud,seafood fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EnvironmentalFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Flopping,flopping,flopping,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForProfitCollege,proprietary institution of higher education,proprietary institution of higher education,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InstitutionOfHigherEducation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForeclosureRescueScheme,foreclosure rescue scheme,foreclosure rescue scheme,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LoanModificationScheme; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForeignHigherEducationInstitutions,foreign institution of higher education,foreign institution of higher education,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForeignLaborCertificationFraud,foreign labor certification fraud,foreign labor certification fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EmployerFraud; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/VisaFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ForensicLoanAuditScam,phony audit loan audit scam,phony audit loan audit scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudDetection,fraud prevention and detection resource,fraud prevention and detection resource,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudEducation,fraud awareness resource,fraud awareness resource,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRing,fraud ring,fraud ring,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CriminalEnterprise
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance,fraud risk management guidance,fraud risk management guidance,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementPrinciples,fraud risk management principle resource,fraud risk management principle resource,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudRiskManagementGuidance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Fraudster,fraudster,fraudster,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Actor; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Participant
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterBenefit,fraudster benefit,fraudster benefit,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnFraudster
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected,fraudster detection,fraudster detection,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnFraudster
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterUndetected,fraudster nondetection,fraudster nondetection,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnFraudster
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudulentClaimAsASmallBusiness,fraudulent claim as a small business,fraudulent claim as a small business,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudulentLoanAdvance,fraudulent loan advance,fraudulent loan advance,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialTransactionExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity,functional entity,functional entity,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ThingInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream,funding stream,funding stream,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FuneralOrCemeteryFraud,funeral or cemetery fraud,funeral or cemetery fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConsumerFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GainedProgramAccess,gained program access,gained program access,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterBenefit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GhostBeneficiary,ghost beneficiary,ghost beneficiary,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousIndividual
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/GrantFraudMechanism,grant fraud mechanism,grant fraud mechanism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Hacktivist,hacktivist,hacktivist,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Hacker
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HazardPay,hazard pay,hazard pay,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalEmploymentPay
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareEligibilityFraud,healthcare eligibility fraud,healthcare eligibility fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism,healthcare fraud mechanism,healthcare fraud mechanism,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareRelatedScam,healthcare related scam,healthcare related scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Homebuyer,homebuyer,homebuyer,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Person
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HorizontalPriceFixing,horizontal price fixing,horizontal price fixing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PriceFixing
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HushPayment,hush payment,hush payment,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/facilitationPayment
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Identifier,identifier,identifier,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityDocumentFraud,identity document fraud,identity document fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityFraud,identity fraud,identity fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IdentityOfInterestFraud,identity of interest fraud,identity of interest fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IllegalGratuity,illegal gratuity,illegal gratuity,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Bribery
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IllegalLogging,illegal logging and deforestation,illegal logging and deforestation,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EnvironmentalFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IllegalMining,illicit mining,illicit mining,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EnvironmentalFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IllegalPropertyFlipping,illegal property flipping,illegal property flipping,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Illegal_harvesting,illegal harvesting,illegal harvesting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/environemntal_mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IllicitlyGainedFunds,illicitly gained funds,illicitly gained funds,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterBenefit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnFraudster,impact on fraudster,impact on fraudster,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Impact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImpactOnOversightActivity,impact on oversight activity,impact on oversight activity,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalFraudIncidentResponse
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImproperDisclosure,improper disclosure,improper disclosure,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ImproperRevenueRecognition,improper revenue recognition,improper revenue recognition,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CookingTheBooks; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialStatementFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InaccurateTimesheet,inaccurate timesheet,inaccurate timesheet,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IncarceratedIndividual,incarcerated individual,incarcerated individual,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonInCustodyOfTheState
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IncorrectDiagnosisOrProcedureReporting,incorrect diagnosis or procedure reporting,incorrect diagnosis or procedure reporting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/IndividualWithMentalIllness,individual with mental illness,individual with mental illness,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonInCustodyOfTheState
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedCompanyValuation,inflated asset valuation,inflated asset valuation,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialStatementFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedIncomeMortgageFraud,inflated income mortgage fraud,inflated income mortgage fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedInvoice,inflated invoice,inflated invoice,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvoicingManipulation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedMileage,inflated mileage,inflated mileage,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ReimbursementScam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InflatedPatientDiagnosis,inflated patient diagnosis,inflated patient diagnosis,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InformationAndCommunication,information and communication internal control standard,information and communication internal control standard,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternalControl
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Insider,insider,insider,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Criminal
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InspectionAvoidance,inspection avoidance,inspection avoidance,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InspectorGeneralResourceImpact,inspector general resource impact,inspector general resource impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/AgencyResourceImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InstitutionOfHigherEducation,institution of higher education,institution of higher education,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/EducationalInstitution
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternalControl,federal internal control standard,federal internal control standard,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternationalRevenueSharingFraud,international revenue sharing fraud,international revenue sharing fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/TelecommunicationsExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternetAuctionFraud,internet auction fraud,internet auction fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConsumerFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InvestigationOfComplaint,Investigation of complaint,Investigation of complaint; investigation of complaint,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FundingStream
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/JudicialResourceImpact,judicial resource impact,judicial resource impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OversightResourceImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/JurorScams,juror scam,juror scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/KeyLogging,key logging,key logging,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LaborRacketeering,labor racketeering,labor racketeering,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CriminalAbuseOfUnionPower
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LaboratoryFraud,laboratory fraud,laboratory fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LackOfOversightAction,lack of oversight action,lack of oversight action,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Landlord,landlord,landlord,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PartyInRole
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Lawmaker,lawmaker,lawmaker,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicSectorEmployee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LeakingBidData,leaking bid data,leaking bid data,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonCompetitiveBidding
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LegalResourceImpact,legal resource impact,legal resource impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OversightResourceImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LienFillingFraud,lien filing fraud,lien filing fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudActivity
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LoanModificationScheme,loan modification scheme,loan modification scheme,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageScheme
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LocalLaw,local law,local law,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Law
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LocalTaxpayer,local taxpayer,local taxpayer,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Individual
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LocallyEmployedStaff,locally employed staff,locally employed staff,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Employee
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LogicBomb,logic bomb,logic bomb,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/CyberExploit
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LossOfFreedom,loss of freedom,loss of freedom,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LossOfInternationalStanding,loss of international standing,loss of international standing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PublicLossOfTrust
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LossOfProgramAccess,loss of program access,loss of program access,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FraudsterDetected
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LotteryScam,lottery scam,lottery scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LowIncomeHousingTaxCreditFraud,low income housing tax credit fraud,low income housing tax credit fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/LowerLivingStandardIncomeLevel,lower living standard income level,lower living standard income level,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/federalMeasurement
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Malinger,malingering,malingering,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/employmentFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MarketManipulationFraud,market manipulation fraud,market manipulation fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/SecuritiesFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Marriage,marriage,marriage,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/QualifyingLifeEvent
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MarriedCouple,married couple,married couple,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/family
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MassJoinerLawsuit,mass joinder lawsuit,mass joinder lawsuit,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MassMarketConsumerFraud,mass market consumer fraud,mass market consumer fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/ConsumerFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism,mechanism,mechanism,
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MedicalSelfReferral,medical self-referral,medical self-referral,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MedicallyUnnecessaryProcedure,medically unnecessary procedure,medically unnecessary procedure,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MiscellaneousExpenseDisasterAssistance,miscellaneous expense disaster assistance,miscellaneous expense disaster assistance,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mislabeling,mislabeling,mislabeling,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Mechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MisrepresentationOfCoverage,misrepresentation of coverage,misrepresentation of coverage,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MisrepresentationOfExpendedFunds,misrepresentation of expended funds,misrepresentation of expended funds,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MisrepresentationOfLocationOfService,misrepresentation of location of service,misrepresentation of location of service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MisrepresentationProviderOfService,misrepresentation provider of service,misrepresentation provider of service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MisrepresentedDatesOfService,misrepresented dates of service,misrepresented dates of service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MonetaryTheft,monetary theft,monetary theft,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Theft
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MoneyMule,money mule,money mule,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FinancialTransactionExploit; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MoneyLaundering
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MoneyServiceBusiness,money service business,money service business,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Business
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MoneyTransferControlNumber,money transfer control number,money transfer control number,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MonitoringInternalControlStandard,monitoring internal control standard,monitoring internal control standard,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/InternalControl
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraudForHousing,mortgage fraud for housing,mortgage fraud for housing,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HousingFraud; https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraudForProfit,mortgage fraud for profit,mortgage fraud for profit,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageGiftLetterFraud,mortgage gift letter fraud,mortgage gift letter fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageMoneyFraud,mortgage money fraud,mortgage money fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgagePoolFraud,mortgage pool fraud,mortgage pool fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MortgageFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MothersMaidenName,mother's maiden name,mother's maiden name,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/PersonallyIdentifiableInformation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MovingAndStorageExpenseDisasterAssistance,moving and storage expense disaster assistance,moving and storage expense disaster assistance,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/DisasterAssistance
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MultipleReimbursement,multiple reimbursement,multiple reimbursement,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/HealthcareFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/MultipleVoting,multiple voting,multiple voting,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/electionFraudMechanism
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NetWorthOverstatement,net worth overstatement,net worth overstatement,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NetWorthUnderstatement,net worth understatement,net worth understatement,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NigerianLetterScam,419 scam,419 scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Scam
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NominalOwner,nominee official,nominee official,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FictitiousIndividual
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonDeliveryOfService,nondelivery of service,nondelivery of service,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonDeliveryScam,nondelivery scam,nondelivery scam,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/Misrepresentation
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/NonFederalPartnerImpact,nonfederal partner impact,nonfederal partner impact,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FederalProgramImpact
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OccupationalIllnessCompensationFraud,occupational illness compensation fraud,occupational illness compensation fraud,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/WorkplaceFraud
https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/OnlineCourse,online course,online course,https://gaoinnovations.gov/antifraud_resource/howfraudworks/gfo/FunctionalEntity
